year,round,alt,driverId,driverRef,driver_points,driver_standings_pos,driver_wins,grid,Podium,circuitRef,constructorRef,seconds
2010,9,4,20,vettel,115,3,2,1,1,valencia,red_bull,6029.571
2010,9,4,67,buemi,7,14,0,11,9,valencia,toro_rosso,6065.87
2010,9,4,810,grassi,0,21,0,21,17,valencia,virgin,0
2010,9,4,1,hamilton,127,1,2,3,2,valencia,mclaren,6034.613
2010,9,4,37,rosa,0,18,0,16,12,valencia,sauber,6076.985
2010,9,4,17,webber,103,4,2,2,0,valencia,red_bull,0
2010,10,153,15,trulli,0,22,0,21,16,silverstone,lotus_racing,0
2010,10,153,13,massa,67,8,0,7,15,silverstone,ferrari,5145.689
2010,10,153,16,sutil,35,10,0,11,8,silverstone,force_india,5119.132
2010,10,153,5,kovalainen,0,19,0,18,17,silverstone,lotus_racing,0
2010,10,153,29,yamamoto,0,25,0,24,20,silverstone,hrt,0
2010,10,153,18,button,133,2,2,14,4,silverstone,mclaren,5100.186
2010,10,153,9,kubica,83,7,0,6,0,silverstone,renault,0
2010,10,153,808,petrov,6,15,0,15,13,silverstone,renault,5137.574
2010,10,153,153,alguersuari,3,16,0,17,0,silverstone,toro_rosso,0
2010,10,153,22,barrichello,29,11,0,8,5,silverstone,williams,5109.656
2010,10,153,30,michael_schumacher,36,9,0,10,9,silverstone,mercedes,5119.799
2010,10,153,4,alonso,98,5,1,3,14,silverstone,ferrari,5140.585
2010,10,153,807,hulkenberg,2,17,0,13,10,silverstone,williams,5120.212
2010,10,153,812,chandhok,0,20,0,23,19,silverstone,hrt,0
2010,10,153,10,glock,0,24,0,19,18,silverstone,virgin,0
2010,10,153,155,kobayashi,15,12,0,12,6,silverstone,sauber,5110.371
2010,10,153,24,liuzzi,12,13,0,20,11,silverstone,force_india,5120.659
2010,10,153,3,rosberg,90,6,0,5,3,silverstone,mercedes,5099.507
2010,10,153,20,vettel,121,4,2,1,7,silverstone,red_bull,5114.934
2010,10,153,67,buemi,7,14,0,16,12,silverstone,toro_rosso,5125.827
2010,10,153,810,grassi,0,21,0,22,0,silverstone,virgin,0
2010,10,153,1,hamilton,145,1,2,4,2,silverstone,mclaren,5079.56
2010,10,153,37,rosa,0,18,0,9,0,silverstone,sauber,0
2010,10,153,17,webber,128,3,3,2,1,silverstone,red_bull,5078.2
2010,11,103,15,trulli,0,22,0,17,0,hockenheimring,lotus_racing,0
2010,11,103,13,massa,85,8,0,3,2,hockenheimring,ferrari,5263.06
2010,11,103,16,sutil,35,10,0,19,17,hockenheimring,force_india,0
2010,11,103,811,bruno_senna,0,23,0,20,19,hockenheimring,hrt,0
2010,11,103,5,kovalainen,0,19,0,18,0,hockenheimring,lotus_racing,0
2010,11,103,29,yamamoto,0,25,0,22,0,hockenheimring,hrt,0
2010,11,103,18,button,143,2,2,5,5,hockenheimring,mclaren,5288.346
2010,11,103,9,kubica,89,7,0,7,7,hockenheimring,renault,0
2010,11,103,808,petrov,7,14,0,13,10,hockenheimring,renault,0
2010,11,103,153,alguersuari,3,16,0,15,15,hockenheimring,toro_rosso,0
2010,11,103,22,barrichello,29,11,0,8,12,hockenheimring,williams,0
2010,11,103,30,michael_schumacher,38,9,0,11,9,hockenheimring,mercedes,0
2010,11,103,4,alonso,123,5,2,2,1,hockenheimring,ferrari,5258.864
2010,11,103,807,hulkenberg,2,17,0,10,13,hockenheimring,williams,0
2010,11,103,10,glock,0,24,0,23,18,hockenheimring,virgin,0
2010,11,103,155,kobayashi,15,12,0,12,11,hockenheimring,sauber,0
2010,11,103,24,liuzzi,12,13,0,21,16,hockenheimring,force_india,0
2010,11,103,3,rosberg,94,6,0,9,8,hockenheimring,mercedes,0
2010,11,103,20,vettel,136,4,2,1,3,hockenheimring,red_bull,5263.985
2010,11,103,67,buemi,7,15,0,16,0,hockenheimring,toro_rosso,0
2010,11,103,810,grassi,0,21,0,24,0,hockenheimring,virgin,0
2010,11,103,1,hamilton,157,1,2,6,4,hockenheimring,mclaren,5285.76
2010,11,103,37,rosa,0,18,0,14,14,hockenheimring,sauber,0
2010,11,103,17,webber,136,3,3,4,6,hockenheimring,red_bull,5302.47
2010,12,264,15,trulli,0,22,0,20,15,hungaroring,lotus_racing,0
2010,12,264,13,massa,97,6,0,4,4,hungaroring,ferrari,6093.045
2010,12,264,16,sutil,35,10,0,13,0,hungaroring,force_india,0
2010,12,264,811,bruno_senna,0,23,0,22,17,hungaroring,hrt,0
2010,12,264,5,kovalainen,0,19,0,19,14,hungaroring,lotus_racing,0
2010,12,264,29,yamamoto,0,25,0,24,19,hungaroring,hrt,0
2010,12,264,18,button,147,4,2,11,8,hungaroring,mclaren,0
2010,12,264,9,kubica,89,8,0,8,0,hungaroring,renault,0
2010,12,264,808,petrov,17,12,0,7,5,hungaroring,renault,6138.763
2010,12,264,153,alguersuari,3,18,0,17,0,hungaroring,toro_rosso,0
2010,12,264,22,barrichello,30,11,0,12,10,hungaroring,williams,0
2010,12,264,30,michael_schumacher,38,9,0,14,11,hungaroring,mercedes,0
2010,12,264,4,alonso,141,5,2,3,2,hungaroring,ferrari,6083.392
2010,12,264,807,hulkenberg,10,15,0,10,6,hungaroring,williams,6142.294
2010,12,264,10,glock,0,24,0,18,16,hungaroring,virgin,0
2010,12,264,155,kobayashi,17,13,0,23,9,hungaroring,sauber,0
2010,12,264,24,liuzzi,12,14,0,16,13,hungaroring,force_india,0
2010,12,264,3,rosberg,94,7,0,6,0,hungaroring,mercedes,0
2010,12,264,20,vettel,151,3,2,1,3,hungaroring,red_bull,6084.823
2010,12,264,67,buemi,7,16,0,15,12,hungaroring,toro_rosso,0
2010,12,264,810,grassi,0,21,0,21,18,hungaroring,virgin,0
2010,12,264,1,hamilton,157,2,2,5,0,hungaroring,mclaren,0
2010,12,264,37,rosa,6,17,0,9,7,hungaroring,sauber,0
2010,12,264,17,webber,161,1,4,2,1,hungaroring,red_bull,6065.571
2010,13,401,15,trulli,0,22,0,15,19,spa,lotus_racing,0
2010,13,401,13,massa,109,6,0,6,4,spa,ferrari,5352.532
2010,13,401,16,sutil,45,9,0,8,5,spa,force_india,5353.362
2010,13,401,811,bruno_senna,0,23,0,18,0,spa,hrt,0
2010,13,401,5,kovalainen,0,19,0,13,16,spa,lotus_racing,0
2010,13,401,29,yamamoto,0,25,0,19,20,spa,hrt,0
2010,13,401,18,button,147,4,2,5,0,spa,mclaren,0
2010,13,401,9,kubica,104,7,0,3,3,spa,renault,5347.761
2010,13,401,808,petrov,19,13,0,23,9,spa,renault,5368.119
2010,13,401,153,alguersuari,3,18,0,11,13,spa,toro_rosso,5393.725
2010,13,401,22,barrichello,30,11,0,7,0,spa,williams,0
2010,13,401,30,michael_schumacher,44,10,0,21,7,spa,mercedes,5359.816
2010,13,401,4,alonso,141,5,2,10,0,spa,ferrari,0
2010,13,401,807,hulkenberg,10,15,0,9,14,spa,williams,0
2010,13,401,10,glock,0,24,0,20,18,spa,virgin,0
2010,13,401,155,kobayashi,21,12,0,17,8,spa,sauber,5360.946
2010,13,401,24,liuzzi,13,14,0,12,10,spa,force_india,5379.099
2010,13,401,3,rosberg,102,8,0,14,6,spa,mercedes,5356.627
2010,13,401,20,vettel,151,3,2,4,15,spa,red_bull,0
2010,13,401,67,buemi,7,16,0,16,12,spa,toro_rosso,5384.163
2010,13,401,810,grassi,0,21,0,22,17,spa,virgin,0
2010,13,401,1,hamilton,182,1,3,2,1,spa,mclaren,5344.268
2010,13,401,37,rosa,6,17,0,24,11,spa,sauber,5380.287
2010,13,401,17,webber,179,2,4,1,2,spa,red_bull,5345.839
2010,14,162,15,trulli,0,22,0,17,0,monza,lotus_racing,0
2010,14,162,13,massa,124,6,0,3,3,monza,ferrari,4588.795
2010,14,162,16,sutil,45,10,0,11,16,monza,force_india,0
2010,14,162,811,bruno_senna,0,23,0,22,0,monza,hrt,0
2010,14,162,5,kovalainen,0,19,0,18,18,monza,lotus_racing,0
2010,14,162,29,yamamoto,0,25,0,23,19,monza,hrt,0
2010,14,162,18,button,165,4,2,2,2,monza,mclaren,4587.51
2010,14,162,9,kubica,108,8,0,9,8,monza,renault,4618.6
2010,14,162,808,petrov,19,13,0,20,13,monza,renault,4663.491
2010,14,162,153,alguersuari,3,18,0,15,15,monza,toro_rosso,0
2010,14,162,22,barrichello,31,11,0,10,10,monza,williams,4648.785
2010,14,162,30,michael_schumacher,46,9,0,12,9,monza,mercedes,4629.52
2010,14,162,4,alonso,166,3,3,1,1,monza,ferrari,4584.572
2010,14,162,807,hulkenberg,16,14,0,8,7,monza,williams,4617.384
2010,14,162,10,glock,0,24,0,24,17,monza,virgin,0
2010,14,162,155,kobayashi,21,12,0,13,0,monza,sauber,0
2010,14,162,24,liuzzi,13,15,0,19,12,monza,force_india,4650.678
2010,14,162,3,rosberg,112,7,0,7,5,monza,mercedes,4614.514
2010,14,162,20,vettel,163,5,2,6,4,monza,red_bull,4612.768
2010,14,162,67,buemi,7,16,0,14,11,monza,toro_rosso,4649.628
2010,14,162,810,grassi,0,21,0,21,20,monza,virgin,0
2010,14,162,1,hamilton,182,2,3,5,0,monza,mclaren,0
2010,14,162,37,rosa,6,17,0,16,14,monza,sauber,0
2010,14,162,17,webber,187,1,4,4,6,monza,red_bull,4615.848
2010,15,18,2,heidfeld,0,26,0,14,0,marina_bay,sauber,0
2010,15,18,15,trulli,0,22,0,21,0,marina_bay,lotus_racing,0
2010,15,18,13,massa,128,6,0,24,8,marina_bay,ferrari,7186.876
2010,15,18,16,sutil,47,9,0,15,9,marina_bay,force_india,7195.995
2010,15,18,811,bruno_senna,0,23,0,23,0,marina_bay,hrt,0
2010,15,18,5,kovalainen,0,19,0,19,16,marina_bay,lotus_racing,0
2010,15,18,18,button,177,5,2,4,4,marina_bay,mclaren,7103.963
2010,15,18,9,kubica,114,8,0,8,7,marina_bay,renault,7160.138
2010,15,18,808,petrov,19,13,0,12,11,marina_bay,renault,0
2010,15,18,153,alguersuari,3,18,0,11,12,marina_bay,toro_rosso,0
2010,15,18,22,barrichello,39,11,0,6,6,marina_bay,williams,7129.68
2010,15,18,32,klien,0,27,0,22,0,marina_bay,hrt,0
2010,15,18,30,michael_schumacher,46,10,0,9,13,marina_bay,mercedes,0
2010,15,18,4,alonso,191,2,4,1,1,marina_bay,ferrari,7073.579
2010,15,18,807,hulkenberg,17,14,0,17,10,marina_bay,williams,7206.37
2010,15,18,10,glock,0,24,0,18,0,marina_bay,virgin,0
2010,15,18,155,kobayashi,21,12,0,10,0,marina_bay,sauber,0
2010,15,18,24,liuzzi,13,15,0,16,0,marina_bay,force_india,0
2010,15,18,3,rosberg,122,7,0,7,5,marina_bay,mercedes,7122.973
2010,15,18,20,vettel,181,4,2,2,2,marina_bay,red_bull,7073.872
2010,15,18,67,buemi,7,16,0,13,14,marina_bay,toro_rosso,0
2010,15,18,810,grassi,0,21,0,20,15,marina_bay,virgin,0
2010,15,18,1,hamilton,182,3,3,3,0,marina_bay,mclaren,0
2010,15,18,17,webber,202,1,4,5,3,marina_bay,red_bull,7102.72
2010,16,45,2,heidfeld,4,18,0,11,8,suzuka,sauber,5496.971
2010,16,45,15,trulli,0,21,0,19,13,suzuka,lotus_racing,0
2010,16,45,13,massa,128,6,0,12,0,suzuka,ferrari,0
2010,16,45,16,sutil,47,10,0,15,0,suzuka,force_india,0
2010,16,45,811,bruno_senna,0,25,0,23,15,suzuka,hrt,0
2010,16,45,5,kovalainen,0,20,0,20,12,suzuka,lotus_racing,0
2010,16,45,29,yamamoto,0,26,0,24,16,suzuka,hrt,0
2010,16,45,18,button,189,5,2,5,4,suzuka,mclaren,5440.845
2010,16,45,9,kubica,114,8,0,3,0,suzuka,renault,0
2010,16,45,808,petrov,19,13,0,13,0,suzuka,renault,0
2010,16,45,153,alguersuari,3,19,0,16,11,suzuka,toro_rosso,0
2010,16,45,22,barrichello,41,11,0,7,9,suzuka,williams,5498.169
2010,16,45,30,michael_schumacher,54,9,0,10,6,suzuka,mercedes,5487.256
2010,16,45,4,alonso,206,2,4,4,3,suzuka,ferrari,5430.044
2010,16,45,807,hulkenberg,17,14,0,9,0,suzuka,williams,0
2010,16,45,10,glock,0,24,0,22,14,suzuka,virgin,0
2010,16,45,155,kobayashi,27,12,0,14,7,suzuka,sauber,5491.361
2010,16,45,24,liuzzi,13,15,0,17,0,suzuka,force_india,0
2010,16,45,3,rosberg,122,7,0,6,0,suzuka,mercedes,0
2010,16,45,20,vettel,206,3,3,1,1,suzuka,red_bull,5427.323
2010,16,45,67,buemi,8,16,0,18,10,suzuka,toro_rosso,5500.129
2010,16,45,810,grassi,0,23,0,21,0,suzuka,virgin,0
2010,16,45,1,hamilton,192,4,3,8,5,suzuka,mclaren,5466.918
2010,16,45,17,webber,220,1,4,2,2,suzuka,red_bull,5428.228
2010,17,0,2,heidfeld,6,18,0,13,9,yeongam,sauber,10180.917
2010,17,0,15,trulli,0,21,0,18,0,yeongam,lotus_racing,0
2010,17,0,13,massa,143,6,0,6,3,yeongam,ferrari,10131.678
2010,17,0,16,sutil,47,11,0,14,0,yeongam,force_india,0
2010,17,0,811,bruno_senna,0,23,0,24,14,yeongam,hrt,0
2010,17,0,5,kovalainen,0,20,0,21,13,yeongam,lotus_racing,0
2010,17,0,29,yamamoto,0,26,0,23,15,yeongam,hrt,0
2010,17,0,18,button,189,5,2,7,12,yeongam,mclaren,10190.749
2010,17,0,9,kubica,124,7,0,8,5,yeongam,renault,10148.544
2010,17,0,808,petrov,19,14,0,20,0,yeongam,renault,0
2010,17,0,153,alguersuari,3,19,0,15,11,yeongam,toro_rosso,10184.956
2010,17,0,22,barrichello,47,10,0,10,7,yeongam,williams,10170.067
2010,17,0,30,michael_schumacher,66,9,0,9,4,yeongam,mercedes,10140.498
2010,17,0,4,alonso,231,1,5,3,1,yeongam,ferrari,10100.81
2010,17,0,807,hulkenberg,18,15,0,11,10,yeongam,williams,10181.661
2010,17,0,10,glock,0,25,0,19,0,yeongam,virgin,0
2010,17,0,155,kobayashi,31,12,0,12,8,yeongam,sauber,10178.699
2010,17,0,24,liuzzi,21,13,0,17,6,yeongam,force_india,10154.381
2010,17,0,3,rosberg,122,8,0,5,0,yeongam,mercedes,0
2010,17,0,20,vettel,206,4,3,1,0,yeongam,red_bull,0
2010,17,0,67,buemi,8,16,0,16,0,yeongam,toro_rosso,0
2010,17,0,810,grassi,0,24,0,22,0,yeongam,virgin,0
2010,17,0,1,hamilton,210,3,3,4,2,yeongam,mclaren,10115.809
2010,17,0,17,webber,220,2,4,2,0,yeongam,red_bull,0
2010,18,785,2,heidfeld,6,18,0,15,17,interlagos,sauber,0
2010,18,785,15,trulli,0,21,0,18,19,interlagos,lotus_racing,0
2010,18,785,13,massa,143,6,0,9,15,interlagos,ferrari,0
2010,18,785,16,sutil,47,11,0,22,12,interlagos,force_india,0
2010,18,785,811,bruno_senna,0,23,0,24,21,interlagos,hrt,0
2010,18,785,5,kovalainen,0,20,0,20,18,interlagos,lotus_racing,0
2010,18,785,18,button,199,5,2,11,5,interlagos,mclaren,5607.396
2010,18,785,9,kubica,126,8,0,7,9,interlagos,renault,0
2010,18,785,808,petrov,19,15,0,10,16,interlagos,renault,0
2010,18,785,153,alguersuari,3,19,0,14,11,interlagos,toro_rosso,0
2010,18,785,22,barrichello,47,10,0,6,14,interlagos,williams,0
2010,18,785,32,klien,0,27,0,23,22,interlagos,hrt,0
2010,18,785,30,michael_schumacher,72,9,0,8,7,interlagos,mercedes,5635.259
2010,18,785,4,alonso,246,1,5,5,3,interlagos,ferrari,5598.61
2010,18,785,807,hulkenberg,22,13,0,1,8,interlagos,williams,0
2010,18,785,10,glock,0,25,0,17,20,interlagos,virgin,0
2010,18,785,155,kobayashi,32,12,0,12,10,interlagos,sauber,0
2010,18,785,24,liuzzi,21,14,0,16,0,interlagos,force_india,0
2010,18,785,3,rosberg,130,7,0,13,6,interlagos,mercedes,5627.123
2010,18,785,20,vettel,231,3,4,2,1,interlagos,red_bull,5591.803
2010,18,785,67,buemi,8,16,0,19,13,interlagos,toro_rosso,0
2010,18,785,810,grassi,0,24,0,21,0,interlagos,virgin,0
2010,18,785,1,hamilton,222,4,3,4,4,interlagos,mclaren,5606.437
2010,18,785,17,webber,238,2,4,3,2,interlagos,red_bull,5596.046
2010,19,3,2,heidfeld,6,18,0,14,11,yas_marina,sauber,6028.388
2010,19,3,15,trulli,0,21,0,19,21,yas_marina,lotus_racing,0
2010,19,3,13,massa,144,6,0,6,10,yas_marina,ferrari,6027.705
2010,19,3,16,sutil,47,11,0,13,13,yas_marina,force_india,6035.162
2010,19,3,811,bruno_senna,0,23,0,23,19,yas_marina,hrt,0
2010,19,3,5,kovalainen,0,20,0,20,17,yas_marina,lotus_racing,0
2010,19,3,18,button,214,5,2,4,3,yas_marina,mclaren,5987.884
2010,19,3,9,kubica,136,8,0,11,5,yas_marina,renault,6015.863
2010,19,3,808,petrov,27,13,0,10,6,yas_marina,renault,6020.357
2010,19,3,153,alguersuari,5,19,0,17,9,yas_marina,toro_rosso,6027.038
2010,19,3,22,barrichello,47,10,0,7,12,yas_marina,williams,6034.523
2010,19,3,32,klien,0,27,0,24,20,yas_marina,hrt,0
2010,19,3,30,michael_schumacher,72,9,0,8,0,yas_marina,mercedes,0
2010,19,3,4,alonso,252,2,5,3,7,yas_marina,ferrari,6020.634
2010,19,3,807,hulkenberg,22,14,0,15,16,yas_marina,williams,6041.6
2010,19,3,10,glock,0,25,0,21,0,yas_marina,virgin,0
2010,19,3,155,kobayashi,32,12,0,12,14,yas_marina,sauber,6036.395
2010,19,3,24,liuzzi,21,15,0,16,0,yas_marina,force_india,0
2010,19,3,3,rosberg,142,7,0,9,4,yas_marina,mercedes,6007.584
2010,19,3,20,vettel,256,1,5,1,1,yas_marina,red_bull,5976.837
2010,19,3,67,buemi,8,16,0,18,15,yas_marina,toro_rosso,6040.015
2010,19,3,810,grassi,0,24,0,22,18,yas_marina,virgin,0
2010,19,3,1,hamilton,240,4,3,2,2,yas_marina,mclaren,5986.999
2010,19,3,17,webber,242,3,4,5,8,yas_marina,red_bull,6021.08
2011,1,10,2,heidfeld,0,12,0,18,12,albert_park,renault,0
2011,1,10,15,trulli,0,13,0,20,13,albert_park,lotus_racing,0
2011,1,10,13,massa,6,7,0,8,7,albert_park,ferrari,5455.445
2011,1,10,16,sutil,2,9,0,16,9,albert_park,force_india,0
2011,1,10,5,kovalainen,0,18,0,19,0,albert_park,lotus_racing,0
2011,1,10,18,button,8,6,0,4,6,albert_park,mclaren,5424.563
2011,1,10,808,petrov,15,3,0,6,3,albert_park,renault,5400.819
2011,1,10,153,alguersuari,0,11,0,12,11,albert_park,toro_rosso,0
2011,1,10,22,barrichello,0,16,0,17,0,albert_park,williams,0
2011,1,10,30,michael_schumacher,0,19,0,11,0,albert_park,mercedes,0
2011,1,10,4,alonso,12,4,0,5,4,albert_park,ferrari,5402.031
2011,1,10,10,glock,0,15,0,21,0,albert_park,virgin,0
2011,1,10,813,maldonado,0,20,0,15,0,albert_park,williams,0
2011,1,10,3,rosberg,0,17,0,7,0,albert_park,mercedes,0
2011,1,10,20,vettel,25,1,1,1,1,albert_park,red_bull,5370.259
2011,1,10,67,buemi,4,8,0,10,8,albert_park,toro_rosso,0
2011,1,10,814,resta,1,10,0,14,10,albert_park,force_india,0
2011,1,10,816,ambrosio,0,14,0,22,14,albert_park,virgin,0
2011,1,10,1,hamilton,18,2,0,2,2,albert_park,mclaren,5392.556
2011,1,10,17,webber,10,5,0,3,5,albert_park,red_bull,5408.43
2011,2,18,2,heidfeld,15,7,0,6,3,sepang,renault,5884.907
2011,2,18,15,trulli,0,16,0,20,0,sepang,lotus_racing,0
2011,2,18,13,massa,16,6,0,7,5,sepang,ferrari,5896.79
2011,2,18,16,sutil,2,11,0,17,11,sepang,force_india,5961.211
2011,2,18,5,kovalainen,0,18,0,19,15,sepang,lotus_racing,0
2011,2,18,18,button,26,2,0,4,2,sepang,mclaren,5863.093
2011,2,18,815,perez,0,20,0,16,0,sepang,sauber,0
2011,2,18,808,petrov,15,8,0,8,17,sepang,renault,0
2011,2,18,153,alguersuari,0,14,0,13,14,sepang,toro_rosso,0
2011,2,18,22,barrichello,0,21,0,15,0,sepang,williams,0
2011,2,18,39,karthikeyan,0,24,0,24,0,sepang,hrt,0
2011,2,18,30,michael_schumacher,2,12,0,11,9,sepang,mercedes,5944.728
2011,2,18,4,alonso,20,5,0,5,6,sepang,ferrari,5897.08
2011,2,18,10,glock,0,19,0,21,16,sepang,virgin,0
2011,2,18,155,kobayashi,6,9,0,10,7,sepang,sauber,5926.271
2011,2,18,24,liuzzi,0,22,0,23,0,sepang,hrt,0
2011,2,18,813,maldonado,0,23,0,18,0,sepang,williams,0
2011,2,18,3,rosberg,0,15,0,9,12,sepang,mercedes,0
2011,2,18,20,vettel,50,1,2,1,1,sepang,red_bull,5859.832
2011,2,18,67,buemi,4,10,0,12,13,sepang,toro_rosso,0
2011,2,18,814,resta,2,13,0,14,10,sepang,force_india,5951.395
2011,2,18,816,ambrosio,0,17,0,22,0,sepang,virgin,0
2011,2,18,1,hamilton,22,3,0,2,8,sepang,mclaren,5929.789
2011,2,18,17,webber,22,4,0,3,4,sepang,red_bull,5886.216
2011,3,5,2,heidfeld,15,8,0,16,12,shanghai,renault,5890.965
2011,3,5,15,trulli,0,16,0,20,19,shanghai,lotus_racing,0
2011,3,5,13,massa,24,6,0,6,6,shanghai,ferrari,5834.066
2011,3,5,16,sutil,2,13,0,11,15,shanghai,force_india,0
2011,3,5,5,kovalainen,0,19,0,19,16,shanghai,lotus_racing,0
2011,3,5,18,button,38,3,0,2,4,shanghai,mclaren,5828.226
2011,3,5,815,perez,0,21,0,12,17,shanghai,sauber,0
2011,3,5,808,petrov,17,7,0,10,9,shanghai,renault,5875.63
2011,3,5,153,alguersuari,0,15,0,7,0,shanghai,toro_rosso,0
2011,3,5,22,barrichello,0,17,0,15,13,shanghai,williams,5908.415
2011,3,5,39,karthikeyan,0,24,0,24,23,shanghai,hrt,0
2011,3,5,30,michael_schumacher,6,11,0,14,8,shanghai,mercedes,5849.252
2011,3,5,4,alonso,26,5,0,5,7,shanghai,ferrari,5848.848
2011,3,5,10,glock,0,20,0,22,21,shanghai,virgin,0
2011,3,5,155,kobayashi,7,10,0,13,10,shanghai,sauber,5881.499
2011,3,5,24,liuzzi,0,23,0,23,22,shanghai,hrt,0
2011,3,5,813,maldonado,0,22,0,17,18,shanghai,williams,0
2011,3,5,3,rosberg,10,9,0,4,5,shanghai,mercedes,5831.674
2011,3,5,20,vettel,68,1,2,1,2,shanghai,red_bull,5823.424
2011,3,5,67,buemi,4,12,0,9,14,shanghai,toro_rosso,5908.897
2011,3,5,814,resta,2,14,0,8,11,shanghai,force_india,5886.983
2011,3,5,816,ambrosio,0,18,0,21,20,shanghai,virgin,0
2011,3,5,1,hamilton,47,2,1,3,1,shanghai,mclaren,5818.226
2011,3,5,17,webber,37,4,0,18,3,shanghai,red_bull,5825.781
2011,4,130,2,heidfeld,21,7,0,9,7,istanbul,renault,5478.415
2011,4,130,15,trulli,0,17,0,19,18,istanbul,lotus_racing,0
2011,4,130,13,massa,24,6,0,10,11,istanbul,ferrari,5497.381
2011,4,130,16,sutil,2,13,0,12,13,istanbul,force_india,0
2011,4,130,5,kovalainen,0,20,0,18,19,istanbul,lotus_racing,0
2011,4,130,18,button,46,4,0,6,6,istanbul,mclaren,5476.989
2011,4,130,815,perez,0,18,0,15,14,istanbul,sauber,0
2011,4,130,808,petrov,21,8,0,7,8,istanbul,renault,5485.726
2011,4,130,153,alguersuari,0,15,0,17,16,istanbul,toro_rosso,0
2011,4,130,22,barrichello,0,16,0,11,15,istanbul,williams,0
2011,4,130,39,karthikeyan,0,23,0,22,21,istanbul,hrt,0
2011,4,130,30,michael_schumacher,6,11,0,8,12,istanbul,mercedes,5503.002
2011,4,130,4,alonso,41,5,0,5,3,istanbul,ferrari,5427.633
2011,4,130,10,glock,0,21,0,21,0,istanbul,virgin,0
2011,4,130,155,kobayashi,8,10,0,24,10,istanbul,sauber,5495.579
2011,4,130,24,liuzzi,0,24,0,20,22,istanbul,hrt,0
2011,4,130,813,maldonado,0,22,0,14,17,istanbul,williams,0
2011,4,130,3,rosberg,20,9,0,3,5,istanbul,mercedes,5465.097
2011,4,130,20,vettel,93,1,3,1,1,istanbul,red_bull,5417.558
2011,4,130,67,buemi,6,12,0,16,9,istanbul,toro_rosso,5486.952
2011,4,130,814,resta,2,14,0,13,0,istanbul,force_india,0
2011,4,130,816,ambrosio,0,19,0,23,20,istanbul,virgin,0
2011,4,130,1,hamilton,59,2,1,4,4,istanbul,mclaren,5457.79
2011,4,130,17,webber,55,3,0,2,2,istanbul,red_bull,5426.365
2011,5,109,2,heidfeld,25,7,0,24,8,catalunya,renault,0
2011,5,109,15,trulli,0,18,0,18,18,catalunya,lotus_racing,0
2011,5,109,13,massa,24,8,0,8,0,catalunya,ferrari,0
2011,5,109,16,sutil,2,13,0,17,13,catalunya,force_india,0
2011,5,109,5,kovalainen,0,20,0,15,0,catalunya,lotus_racing,0
2011,5,109,18,button,61,4,0,5,3,catalunya,mclaren,5978.998
2011,5,109,815,perez,2,14,0,12,9,catalunya,sauber,0
2011,5,109,808,petrov,21,9,0,6,11,catalunya,renault,0
2011,5,109,153,alguersuari,0,16,0,13,16,catalunya,toro_rosso,0
2011,5,109,22,barrichello,0,17,0,19,17,catalunya,williams,0
2011,5,109,39,karthikeyan,0,23,0,22,21,catalunya,hrt,0
2011,5,109,30,michael_schumacher,14,10,0,10,6,catalunya,mercedes,0
2011,5,109,4,alonso,51,5,0,4,5,catalunya,ferrari,0
2011,5,109,10,glock,0,22,0,20,19,catalunya,virgin,0
2011,5,109,155,kobayashi,9,11,0,14,10,catalunya,sauber,0
2011,5,109,24,liuzzi,0,24,0,21,0,catalunya,hrt,0
2011,5,109,813,maldonado,0,21,0,9,15,catalunya,williams,0
2011,5,109,3,rosberg,26,6,0,7,7,catalunya,mercedes,0
2011,5,109,20,vettel,118,1,4,2,1,catalunya,red_bull,5943.301
2011,5,109,67,buemi,6,12,0,11,14,catalunya,toro_rosso,0
2011,5,109,814,resta,2,15,0,16,12,catalunya,force_india,0
2011,5,109,816,ambrosio,0,19,0,23,20,catalunya,virgin,0
2011,5,109,1,hamilton,77,2,1,3,2,catalunya,mclaren,5943.931
2011,5,109,17,webber,67,3,0,1,4,catalunya,red_bull,5991.267
2011,6,7,2,heidfeld,29,6,0,15,8,monaco,renault,0
2011,6,7,15,trulli,0,18,0,18,13,monaco,lotus_racing,0
2011,6,7,13,massa,24,8,0,6,0,monaco,ferrari,0
2011,6,7,16,sutil,8,12,0,14,7,monaco,force_india,0
2011,6,7,5,kovalainen,0,19,0,17,14,monaco,lotus_racing,0
2011,6,7,18,button,76,4,0,2,3,monaco,mclaren,7780.751
2011,6,7,815,perez,2,15,0,0,0,monaco,sauber,0
2011,6,7,808,petrov,21,9,0,10,0,monaco,renault,0
2011,6,7,153,alguersuari,0,17,0,19,0,monaco,toro_rosso,0
2011,6,7,22,barrichello,2,14,0,11,9,monaco,williams,0
2011,6,7,39,karthikeyan,0,24,0,22,17,monaco,hrt,0
2011,6,7,30,michael_schumacher,14,11,0,5,0,monaco,mercedes,0
2011,6,7,4,alonso,69,5,0,4,2,monaco,ferrari,7779.511
2011,6,7,10,glock,0,22,0,20,0,monaco,virgin,0
2011,6,7,155,kobayashi,19,10,0,12,5,monaco,sauber,7805.289
2011,6,7,24,liuzzi,0,23,0,23,16,monaco,hrt,0
2011,6,7,813,maldonado,0,21,0,8,18,monaco,williams,0
2011,6,7,3,rosberg,26,7,0,7,11,monaco,mercedes,0
