year,round,alt,driverId,driverRef,driver_points,driver_standings_pos,driver_wins,grid,Podium,circuitRef,constructorRef,seconds
1991,12,162,143,bartels,0,37,0,0,0,monza,team_lotus,0
1991,12,162,128,poele,0,31,0,0,0,monza,lambo,0
1991,12,162,87,blundell,1,18,0,11,12,monza,brabham,0
1991,12,162,139,pirro,1,17,0,16,10,monza,dallara,0
1991,12,162,119,patrese,34,3,1,4,0,monza,williams,0
1991,12,162,138,satoru_nakajima,2,14,0,15,0,monza,tyrrell,0
1991,12,162,110,cesaris,9,9,0,14,7,monza,jordan,4725.455
1991,12,162,57,hakkinen,2,15,0,25,14,monza,team_lotus,0
1991,12,162,109,lehto,4,11,0,20,0,monza,dallara,0
1991,12,162,84,brundle,0,30,0,19,13,monza,brabham,0
1991,13,130,131,modena,9,8,0,12,0,estoril,tyrrell,0
1991,13,130,127,gugelmin,0,24,0,7,7,estoril,leyton,0
1991,13,130,95,mansell,59,2,4,4,0,estoril,williams,0
1991,13,130,99,tarquini,0,29,0,0,0,estoril,ags,0
1991,13,130,102,senna,83,1,6,3,2,estoril,mclaren,5763.245
1991,13,130,77,berger,31,4,0,2,0,estoril,mclaren,0
1991,13,130,122,capelli,1,19,0,9,17,estoril,leyton,0
1991,13,130,90,moreno,8,10,0,21,10,estoril,jordan,0
1991,13,130,65,herbert,0,26,0,26,0,estoril,team_lotus,0
1991,13,130,120,barbazza,0,36,0,0,0,estoril,ags,0
1991,13,130,133,caffi,0,35,0,0,0,estoril,footwork,0
1991,13,130,137,piquet,25,5,1,11,5,estoril,benetton,5812.337
1991,13,130,55,alesi,18,7,0,6,3,estoril,ferrari,5795.858
1991,13,130,105,alboreto,0,33,0,22,15,estoril,footwork,0
1991,13,130,88,suzuki,1,21,0,25,0,estoril,lola,0
1991,13,130,81,morbidelli,0,25,0,13,9,estoril,minardi,0
1991,13,130,123,boutsen,0,23,0,20,16,estoril,ligier,0
1991,13,130,100,comas,0,28,0,23,11,estoril,ligier,0
1991,13,130,103,bernard,1,20,0,0,0,estoril,lola,0
1991,13,130,30,michael_schumacher,3,14,0,10,6,estoril,benetton,5818.886
1991,13,130,117,prost,25,6,0,5,0,estoril,ferrari,0
1991,13,130,94,martini,6,11,0,8,4,estoril,minardi,5805.802
1991,13,130,78,larini,0,27,0,0,0,estoril,lambo,0
1991,13,130,142,chaves,0,38,0,0,0,estoril,coloni,0
1991,13,130,129,grouillard,0,32,0,0,0,estoril,fondmetal,0
1991,13,130,128,poele,0,31,0,0,0,estoril,lambo,0
1991,13,130,87,blundell,1,18,0,15,0,estoril,brabham,0
1991,13,130,139,pirro,1,17,0,16,0,estoril,dallara,0
1991,13,130,119,patrese,44,3,2,1,1,estoril,williams,5742.304
1991,13,130,138,satoru_nakajima,2,15,0,17,13,estoril,tyrrell,0
1991,13,130,110,cesaris,9,9,0,14,8,estoril,jordan,0
1991,13,130,57,hakkinen,2,16,0,24,14,estoril,team_lotus,0
1991,13,130,109,lehto,4,12,0,18,0,estoril,dallara,0
1991,13,130,84,brundle,0,30,0,19,12,estoril,brabham,0
1991,14,109,131,modena,9,8,0,14,16,catalunya,tyrrell,0
1991,14,109,127,gugelmin,0,23,0,13,7,catalunya,leyton,0
1991,14,109,95,mansell,69,2,5,2,1,catalunya,williams,5921.541
1991,14,109,99,tarquini,0,29,0,22,12,catalunya,fondmetal,0
1991,14,109,102,senna,85,1,6,3,5,catalunya,mclaren,5983.943
1991,14,109,77,berger,31,5,0,1,0,catalunya,mclaren,0
1991,14,109,122,capelli,1,19,0,8,0,catalunya,leyton,0
1991,14,109,120,barbazza,0,37,0,0,0,catalunya,ags,0
1991,14,109,133,caffi,0,36,0,0,0,catalunya,footwork,0
1991,14,109,137,piquet,25,6,1,10,11,catalunya,benetton,0
1991,14,109,55,alesi,21,7,0,7,4,catalunya,ferrari,5944.313
1991,14,109,70,zanardi,0,32,0,20,9,catalunya,jordan,0
1991,14,109,105,alboreto,0,34,0,24,0,catalunya,footwork,0
1991,14,109,88,suzuki,1,21,0,0,0,catalunya,lola,0
1991,14,109,81,morbidelli,0,25,0,16,14,catalunya,minardi,0
1991,14,109,123,boutsen,0,24,0,26,0,catalunya,ligier,0
1991,14,109,100,comas,0,28,0,25,0,catalunya,ligier,0
1991,14,109,103,bernard,1,20,0,23,0,catalunya,lola,0
1991,14,109,30,michael_schumacher,4,14,0,5,6,catalunya,benetton,6001.009
1991,14,109,117,prost,31,4,0,6,2,catalunya,ferrari,5932.872
1991,14,109,94,martini,6,11,0,19,13,catalunya,minardi,0
1991,14,109,78,larini,0,27,0,0,0,catalunya,lambo,0
1991,14,109,129,grouillard,0,33,0,0,0,catalunya,ags,0
1991,14,109,143,bartels,0,38,0,0,0,catalunya,team_lotus,0
1991,14,109,128,poele,0,31,0,0,0,catalunya,lambo,0
1991,14,109,87,blundell,1,18,0,12,0,catalunya,brabham,0
1991,14,109,139,pirro,1,17,0,9,15,catalunya,dallara,0
1991,14,109,119,patrese,48,3,2,4,3,catalunya,williams,5937.45
1991,14,109,138,satoru_nakajima,2,15,0,18,17,catalunya,tyrrell,0
1991,14,109,110,cesaris,9,9,0,17,0,catalunya,jordan,0
1991,14,109,57,hakkinen,2,16,0,21,0,catalunya,team_lotus,0
1991,14,109,109,lehto,4,12,0,15,8,catalunya,dallara,0
1991,14,109,84,brundle,0,30,0,11,10,catalunya,brabham,0
1991,15,45,131,modena,10,8,0,14,6,suzuka,tyrrell,0
1991,15,45,127,gugelmin,0,24,0,18,8,suzuka,leyton,0
1991,15,45,95,mansell,69,2,5,3,0,suzuka,williams,0
1991,15,45,99,tarquini,0,30,0,24,11,suzuka,fondmetal,0
1991,15,45,144,hattori,0,41,0,0,0,suzuka,coloni,0
1991,15,45,102,senna,91,1,6,2,2,suzuka,mclaren,5531.039
1991,15,45,77,berger,41,4,1,1,1,suzuka,mclaren,5530.695
1991,15,45,91,wendlinger,0,37,0,22,0,suzuka,leyton,0
1991,15,45,65,herbert,0,27,0,23,0,suzuka,team_lotus,0
1991,15,45,133,caffi,0,34,0,26,10,suzuka,footwork,0
1991,15,45,137,piquet,25,6,1,10,7,suzuka,benetton,0
1991,15,45,55,alesi,21,7,0,6,0,suzuka,ferrari,0
1991,15,45,70,zanardi,0,31,0,13,0,suzuka,jordan,0
1991,15,45,105,alboreto,0,35,0,0,0,suzuka,footwork,0
1991,15,45,88,suzuki,1,22,0,25,0,suzuka,lola,0
1991,15,45,81,morbidelli,0,26,0,8,0,suzuka,minardi,0
1991,15,45,123,boutsen,0,25,0,17,9,suzuka,ligier,0
1991,15,45,100,comas,0,29,0,20,0,suzuka,ligier,0
1991,15,45,103,bernard,1,21,0,0,0,suzuka,lola,0
1991,15,45,30,michael_schumacher,4,14,0,9,0,suzuka,benetton,0
1991,15,45,117,prost,34,5,0,4,4,suzuka,ferrari,5611.456
1991,15,45,94,martini,6,11,0,7,0,suzuka,minardi,0
1991,15,45,78,larini,0,28,0,0,0,suzuka,lambo,0
1991,15,45,128,poele,0,32,0,0,0,suzuka,lambo,0
1991,15,45,87,blundell,1,19,0,0,0,suzuka,brabham,0
1991,15,45,139,pirro,1,18,0,16,0,suzuka,dallara,0
1991,15,45,119,patrese,52,3,2,5,3,suzuka,williams,5587.426
1991,15,45,138,satoru_nakajima,2,15,0,15,0,suzuka,tyrrell,0
1991,15,45,110,cesaris,9,9,0,11,0,suzuka,jordan,0
1991,15,45,57,hakkinen,2,16,0,21,0,suzuka,team_lotus,0
1991,15,45,109,lehto,4,12,0,12,0,suzuka,dallara,0
1991,15,45,84,brundle,2,17,0,19,5,suzuka,brabham,0
1991,16,58,131,modena,10,8,0,9,10,adelaide,tyrrell,1555.269
1991,16,58,127,gugelmin,0,25,0,14,14,adelaide,leyton,0
1991,16,58,95,mansell,72,2,5,3,2,adelaide,williams,1476.158
1991,16,58,99,tarquini,0,30,0,0,0,adelaide,fondmetal,0
1991,16,58,144,hattori,0,40,0,0,0,adelaide,coloni,0
1991,16,58,102,senna,96,1,7,1,1,adelaide,mclaren,1474.899
1991,16,58,77,berger,43,4,1,2,3,adelaide,mclaren,1480.019
1991,16,58,91,wendlinger,0,36,0,26,20,adelaide,leyton,0
1991,16,58,90,moreno,8,10,0,18,16,adelaide,minardi,0
1991,16,58,65,herbert,0,27,0,21,11,adelaide,team_lotus,1556.972
1991,16,58,133,caffi,0,33,0,23,15,adelaide,footwork,0
1991,16,58,137,piquet,26.5,6,1,5,4,adelaide,benetton,1505.002
1991,16,58,55,alesi,21,7,0,7,0,adelaide,ferrari,0
1991,16,58,70,zanardi,0,31,0,16,9,adelaide,jordan,1550.466
1991,16,58,105,alboreto,0,35,0,15,13,adelaide,footwork,1574.202
1991,16,58,88,suzuki,1,22,0,0,0,adelaide,larrousse,0
1991,16,58,81,morbidelli,0.5,24,0,8,6,adelaide,ferrari,1525.968
1991,16,58,123,boutsen,0,26,0,20,0,adelaide,ligier,0
1991,16,58,100,comas,0,29,0,22,18,adelaide,ligier,0
1991,16,58,30,michael_schumacher,4,14,0,6,0,adelaide,benetton,0
1991,16,58,94,martini,6,11,0,10,0,adelaide,minardi,0
1991,16,58,92,gachot,4,13,0,0,0,adelaide,larrousse,0
1991,16,58,78,larini,0,28,0,19,0,adelaide,lambo,0
1991,16,58,128,poele,0,32,0,0,0,adelaide,lambo,0
1991,16,58,87,blundell,1,19,0,17,17,adelaide,brabham,0
1991,16,58,139,pirro,1,18,0,13,7,adelaide,dallara,1527.26
1991,16,58,119,patrese,53,3,2,4,5,adelaide,williams,1525.436
1991,16,58,138,satoru_nakajima,2,15,0,24,0,adelaide,tyrrell,0
1991,16,58,110,cesaris,9,9,0,12,8,adelaide,jordan,1535.33
1991,16,58,57,hakkinen,2,16,0,25,19,adelaide,team_lotus,0
1991,16,58,109,lehto,4,12,0,11,12,adelaide,dallara,1573.418
1991,16,58,84,brundle,2,17,0,0,0,adelaide,brabham,0
1992,1,1460,127,gugelmin,0,11,0,23,11,kyalami,jordan,0
1992,1,1460,95,mansell,10,1,1,1,1,kyalami,williams,5805.32
1992,1,1460,102,senna,4,3,0,2,3,kyalami,mclaren,5839.995
1992,1,1460,77,berger,2,5,0,3,5,kyalami,mclaren,5878.954
1992,1,1460,65,herbert,1,6,0,11,6,kyalami,team_lotus,0
1992,1,1460,105,alboreto,0,10,0,17,10,kyalami,footwork,0
1992,1,1460,88,suzuki,0,8,0,16,8,kyalami,footwork,0
1992,1,1460,100,comas,0,7,0,13,7,kyalami,ligier,0
1992,1,1460,30,michael_schumacher,3,4,0,6,4,kyalami,benetton,5853.183
1992,1,1460,128,poele,0,13,0,26,13,kyalami,brabham,0
1992,1,1460,119,patrese,6,2,0,4,2,kyalami,williams,5829.68
1992,1,1460,57,hakkinen,0,9,0,21,9,kyalami,team_lotus,0
1992,1,1460,79,katayama,0,12,0,18,12,kyalami,larrousse,0
1992,2,2227,127,gugelmin,0,15,0,8,0,rodriguez,jordan,0
1992,2,2227,95,mansell,20,1,2,1,1,rodriguez,williams,5513.587
1992,2,2227,102,senna,4,5,0,6,0,rodriguez,mclaren,0
1992,2,2227,77,berger,5,4,0,5,4,rodriguez,mclaren,5546.934
1992,2,2227,65,herbert,1,7,0,12,7,rodriguez,team_lotus,0
1992,2,2227,105,alboreto,0,12,0,25,13,rodriguez,footwork,0
1992,2,2227,88,suzuki,0,11,0,0,0,rodriguez,footwork,0
1992,2,2227,123,boutsen,0,13,0,22,10,rodriguez,ligier,0
1992,2,2227,100,comas,0,9,0,26,9,rodriguez,ligier,0
1992,2,2227,30,michael_schumacher,7,3,0,3,3,rodriguez,benetton,5535.016
1992,2,2227,92,gachot,0,14,0,13,11,rodriguez,larrousse,0
1992,2,2227,128,poele,0,17,0,0,0,rodriguez,brabham,0
1992,2,2227,119,patrese,12,2,0,2,2,rodriguez,williams,5526.558
1992,2,2227,110,cesaris,2,6,0,11,5,rodriguez,tyrrell,0
1992,2,2227,57,hakkinen,1,8,0,18,6,rodriguez,team_lotus,0
1992,2,2227,79,katayama,0,16,0,24,12,rodriguez,larrousse,0
1992,2,2227,109,lehto,0,10,0,7,8,rodriguez,dallara,0
1992,3,785,127,gugelmin,0,19,0,21,0,interlagos,jordan,0
1992,3,785,95,mansell,30,1,3,1,1,interlagos,williams,5811.856
1992,3,785,102,senna,4,5,0,3,0,interlagos,mclaren,0
1992,3,785,77,berger,5,4,0,4,0,interlagos,mclaren,0
1992,3,785,122,capelli,2,7,0,11,5,interlagos,ferrari,0
1992,3,785,65,herbert,1,9,0,26,0,interlagos,team_lotus,0
1992,3,785,55,alesi,3,6,0,6,4,interlagos,ferrari,0
1992,3,785,105,alboreto,1,11,0,14,6,interlagos,footwork,0
1992,3,785,88,suzuki,0,15,0,22,0,interlagos,footwork,0
1992,3,785,81,morbidelli,0,13,0,23,7,interlagos,minardi,0
1992,3,785,123,boutsen,0,17,0,10,0,interlagos,ligier,0
1992,3,785,100,comas,0,12,0,15,0,interlagos,ligier,0
1992,3,785,30,michael_schumacher,11,3,0,5,3,interlagos,benetton,0
1992,3,785,92,gachot,0,18,0,18,0,interlagos,larrousse,0
1992,3,785,128,poele,0,20,0,0,0,interlagos,brabham,0
1992,3,785,119,patrese,18,2,0,2,2,interlagos,williams,5841.186
1992,3,785,110,cesaris,2,8,0,13,0,interlagos,tyrrell,0
1992,3,785,57,hakkinen,1,10,0,24,10,interlagos,team_lotus,0
1992,3,785,79,katayama,0,16,0,25,9,interlagos,larrousse,0
1992,3,785,109,lehto,0,14,0,16,8,interlagos,dallara,0
1992,4,109,127,gugelmin,0,22,0,17,0,catalunya,jordan,0
1992,4,109,95,mansell,40,1,4,1,1,catalunya,williams,6970.674
1992,4,109,102,senna,4,6,0,3,9,catalunya,mclaren,0
1992,4,109,77,berger,8,4,0,7,4,catalunya,mclaren,7051.321
1992,4,109,122,capelli,2,8,0,5,10,catalunya,ferrari,0
1992,4,109,91,wendlinger,0,17,0,9,8,catalunya,march,0
1992,4,109,65,herbert,1,10,0,26,0,catalunya,team_lotus,0
1992,4,109,55,alesi,7,5,0,8,3,catalunya,ferrari,6997.136
1992,4,109,104,fittipaldi,0,20,0,22,11,catalunya,minardi,0
1992,4,109,105,alboreto,3,7,0,16,5,catalunya,footwork,0
1992,4,109,88,suzuki,0,13,0,19,7,catalunya,footwork,0
1992,4,109,81,morbidelli,0,15,0,25,0,catalunya,minardi,0
1992,4,109,123,boutsen,0,19,0,14,0,catalunya,ligier,0
1992,4,109,100,comas,0,14,0,10,0,catalunya,ligier,0
1992,4,109,30,michael_schumacher,17,3,0,2,2,catalunya,benetton,6994.588
1992,4,109,94,martini,1,12,0,13,6,catalunya,dallara,0
1992,4,109,92,gachot,0,21,0,24,0,catalunya,larrousse,0
1992,4,109,108,belmondo,0,23,0,23,12,catalunya,march,0
1992,4,109,128,poele,0,24,0,0,0,catalunya,brabham,0
1992,4,109,119,patrese,18,2,0,4,0,catalunya,williams,0
1992,4,109,110,cesaris,2,9,0,11,0,catalunya,tyrrell,0
1992,4,109,57,hakkinen,1,11,0,21,0,catalunya,team_lotus,0
1992,4,109,79,katayama,0,18,0,0,0,catalunya,larrousse,0
1992,4,109,109,lehto,0,16,0,12,0,catalunya,dallara,0
1992,5,37,127,gugelmin,0,16,0,16,7,imola,jordan,0
1992,5,37,95,mansell,50,1,5,1,1,imola,williams,5320.927
1992,5,37,102,senna,8,4,0,3,3,imola,mclaren,5369.911
1992,5,37,77,berger,8,5,0,4,0,imola,mclaren,0
1992,5,37,122,capelli,2,9,0,8,0,imola,ferrari,0
1992,5,37,91,wendlinger,0,19,0,12,12,imola,march,0
1992,5,37,65,herbert,1,12,0,26,0,imola,team_lotus,0
1992,5,37,55,alesi,7,6,0,7,0,imola,ferrari,0
1992,5,37,104,fittipaldi,0,23,0,25,0,imola,minardi,0
1992,5,37,105,alboreto,5,7,0,9,5,imola,footwork,0
1992,5,37,88,suzuki,0,14,0,11,10,imola,footwork,0
1992,5,37,81,morbidelli,0,17,0,21,0,imola,minardi,0
1992,5,37,123,boutsen,0,22,0,10,0,imola,ligier,0
1992,5,37,100,comas,0,15,0,13,9,imola,ligier,0
1992,5,37,30,michael_schumacher,17,3,0,5,0,imola,benetton,0
1992,5,37,94,martini,2,11,0,15,6,imola,dallara,0
1992,5,37,92,gachot,0,24,0,19,0,imola,larrousse,0
1992,5,37,129,grouillard,0,20,0,20,8,imola,tyrrell,0
1992,5,37,108,belmondo,0,25,0,24,13,imola,march,0
1992,5,37,128,poele,0,26,0,0,0,imola,brabham,0
1992,5,37,119,patrese,24,2,0,2,2,imola,williams,5330.378
1992,5,37,110,cesaris,2,10,0,14,14,imola,tyrrell,0
1992,5,37,57,hakkinen,1,13,0,0,0,imola,team_lotus,0
1992,5,37,79,katayama,0,21,0,17,0,imola,larrousse,0
1992,5,37,109,lehto,0,18,0,16,11,imola,dallara,0
1992,5,37,84,brundle,3,8,0,6,4,imola,benetton,5373.934
1992,6,7,127,gugelmin,0,17,0,13,0,monaco,jordan,0
1992,6,7,95,mansell,56,1,5,1,2,monaco,williams,6659.587
1992,6,7,102,senna,18,4,1,3,1,monaco,mclaren,6659.372
1992,6,7,77,berger,8,5,0,5,0,monaco,mclaren,0
1992,6,7,122,capelli,2,9,0,8,0,monaco,ferrari,0
1992,6,7,91,wendlinger,0,21,0,16,0,monaco,march,0
1992,6,7,65,herbert,1,12,0,9,0,monaco,team_lotus,0
1992,6,7,55,alesi,7,6,0,4,0,monaco,ferrari,0
1992,6,7,104,fittipaldi,0,20,0,17,8,monaco,minardi,0
1992,6,7,105,alboreto,5,8,0,11,7,monaco,footwork,0
1992,6,7,88,suzuki,0,15,0,19,11,monaco,footwork,0
1992,6,7,81,morbidelli,0,18,0,12,0,monaco,minardi,0
1992,6,7,123,boutsen,0,24,0,22,12,monaco,ligier,0
1992,6,7,100,comas,0,16,0,23,10,monaco,ligier,0
1992,6,7,30,michael_schumacher,20,3,0,6,4,monaco,benetton,6698.666
1992,6,7,94,martini,2,11,0,18,0,monaco,dallara,0
1992,6,7,92,gachot,1,14,0,15,6,monaco,larrousse,0
1992,6,7,129,grouillard,0,22,0,24,0,monaco,tyrrell,0
1992,6,7,108,belmondo,0,25,0,0,0,monaco,march,0
1992,6,7,128,poele,0,26,0,0,0,monaco,brabham,0
1992,6,7,119,patrese,28,2,0,2,3,monaco,williams,6691.215
1992,6,7,110,cesaris,2,10,0,10,0,monaco,tyrrell,0
1992,6,7,57,hakkinen,1,13,0,14,0,monaco,team_lotus,0
1992,6,7,79,katayama,0,23,0,0,0,monaco,larrousse,0
1992,6,7,109,lehto,0,19,0,20,9,monaco,dallara,0
1992,6,7,84,brundle,5,7,0,7,5,monaco,benetton,6740.719
1992,7,13,127,gugelmin,0,18,0,24,0,villeneuve,jordan,0
1992,7,13,95,mansell,56,1,5,3,0,villeneuve,williams,0
1992,7,13,102,senna,18,4,1,1,0,villeneuve,mclaren,0
1992,7,13,77,berger,18,5,1,4,1,villeneuve,mclaren,5828.299
1992,7,13,122,capelli,2,11,0,9,0,villeneuve,ferrari,0
1992,7,13,91,wendlinger,3,10,0,12,4,villeneuve,march,0
1992,7,13,65,herbert,1,14,0,6,0,villeneuve,team_lotus,0
1992,7,13,55,alesi,11,6,0,8,3,villeneuve,ferrari,5895.626
1992,7,13,104,fittipaldi,0,21,0,25,13,villeneuve,minardi,0
1992,7,13,105,alboreto,5,8,0,16,7,villeneuve,footwork,0
1992,7,13,88,suzuki,0,17,0,0,0,villeneuve,footwork,0
1992,7,13,81,morbidelli,0,19,0,13,11,villeneuve,minardi,0
1992,7,13,123,boutsen,0,24,0,21,10,villeneuve,ligier,0
1992,7,13,100,comas,1,13,0,22,6,villeneuve,ligier,0
1992,7,13,30,michael_schumacher,26,3,0,5,2,villeneuve,benetton,5840.7
1992,7,13,94,martini,2,12,0,15,8,villeneuve,dallara,0
1992,7,13,92,gachot,1,16,0,19,0,villeneuve,larrousse,0
1992,7,13,129,grouillard,0,22,0,26,12,villeneuve,tyrrell,0
1992,7,13,108,belmondo,0,25,0,20,14,villeneuve,march,0
1992,7,13,128,poele,0,26,0,0,0,villeneuve,brabham,0
1992,7,13,119,patrese,28,2,0,2,0,villeneuve,williams,0
1992,7,13,110,cesaris,4,9,0,14,5,villeneuve,tyrrell,0
1992,7,13,57,hakkinen,1,15,0,10,0,villeneuve,team_lotus,0
1992,7,13,79,katayama,0,23,0,11,0,villeneuve,larrousse,0
1992,7,13,109,lehto,0,20,0,23,9,villeneuve,dallara,0
1992,7,13,84,brundle,5,7,0,7,0,villeneuve,benetton,0
1992,8,228,127,gugelmin,0,19,0,24,0,magny_cours,jordan,0
1992,8,228,95,mansell,66,1,6,1,1,magny_cours,williams,5888.459
1992,8,228,102,senna,18,4,1,3,0,magny_cours,mclaren,0
1992,8,228,77,berger,18,5,1,4,0,magny_cours,mclaren,0
1992,8,228,122,capelli,2,13,0,8,0,magny_cours,ferrari,0
1992,8,228,91,wendlinger,3,11,0,21,0,magny_cours,march,0
1992,8,228,65,herbert,2,14,0,12,6,magny_cours,team_lotus,0
1992,8,228,55,alesi,11,6,0,6,0,magny_cours,ferrari,0
1992,8,228,104,fittipaldi,0,22,0,0,0,magny_cours,minardi,0
1992,8,228,105,alboreto,5,8,0,14,7,magny_cours,footwork,0
1992,8,228,88,suzuki,0,17,0,15,0,magny_cours,footwork,0
1992,8,228,81,morbidelli,0,18,0,16,8,magny_cours,minardi,0
1992,8,228,123,boutsen,0,24,0,9,0,magny_cours,ligier,0
1992,8,228,100,comas,3,12,0,10,5,magny_cours,ligier,0
1992,8,228,30,michael_schumacher,26,3,0,5,0,magny_cours,benetton,0
1992,8,228,94,martini,2,15,0,25,10,magny_cours,dallara,0
1992,8,228,92,gachot,1,16,0,13,0,magny_cours,larrousse,0
1992,8,228,129,grouillard,0,21,0,22,11,magny_cours,tyrrell,0
1992,8,228,108,belmondo,0,25,0,0,0,magny_cours,march,0
1992,8,228,128,poele,0,26,0,0,0,magny_cours,brabham,0
1992,8,228,119,patrese,34,2,0,2,2,magny_cours,williams,5934.906
1992,8,228,110,cesaris,4,10,0,19,0,magny_cours,tyrrell,0
1992,8,228,57,hakkinen,4,9,0,11,4,magny_cours,team_lotus,0
1992,8,228,79,katayama,0,23,0,18,0,magny_cours,larrousse,0
1992,8,228,109,lehto,0,20,0,17,9,magny_cours,dallara,0
1992,8,228,84,brundle,9,7,0,7,3,magny_cours,benetton,5961.038
1992,9,153,127,gugelmin,0,19,0,24,0,silverstone,jordan,0
1992,9,153,95,mansell,76,1,7,1,1,silverstone,williams,5142.991
1992,9,153,99,tarquini,0,27,0,15,14,silverstone,fondmetal,0
1992,9,153,102,senna,18,5,1,3,0,silverstone,mclaren,0
1992,9,153,77,berger,20,4,1,5,5,silverstone,mclaren,5198.786
1992,9,153,122,capelli,2,13,0,14,9,silverstone,ferrari,0
1992,9,153,91,wendlinger,3,11,0,21,0,silverstone,march,0
1992,9,153,65,herbert,2,14,0,7,0,silverstone,team_lotus,0
1992,9,153,55,alesi,11,7,0,8,0,silverstone,ferrari,0
1992,9,153,105,alboreto,5,9,0,12,7,silverstone,footwork,0
1992,9,153,88,suzuki,0,17,0,17,12,silverstone,footwork,0
1992,9,153,81,morbidelli,0,18,0,25,17,silverstone,minardi,0
1992,9,153,123,boutsen,0,24,0,13,10,silverstone,ligier,0
1992,9,153,100,comas,3,12,0,10,8,silverstone,ligier,0
1992,9,153,71,damon_hill,0,28,0,26,16,silverstone,brabham,0
1992,9,153,30,michael_schumacher,29,3,0,4,4,silverstone,benetton,5196.258
1992,9,153,94,martini,2,15,0,22,15,silverstone,dallara,0
1992,9,153,92,gachot,1,16,0,11,0,silverstone,larrousse,0
1992,9,153,129,grouillard,0,21,0,20,11,silverstone,tyrrell,0
1992,9,153,108,belmondo,0,25,0,0,0,silverstone,march,0
1992,9,153,128,poele,0,26,0,0,0,silverstone,brabham,0
1992,9,153,119,patrese,40,2,0,2,2,silverstone,williams,5182.085
1992,9,153,110,cesaris,4,10,0,18,0,silverstone,tyrrell,0
1992,9,153,57,hakkinen,5,8,0,9,6,silverstone,team_lotus,5223.129
1992,9,153,79,katayama,0,23,0,16,0,silverstone,larrousse,0
1992,9,153,109,lehto,0,20,0,19,13,silverstone,dallara,0
1992,9,153,84,brundle,13,6,0,6,3,silverstone,benetton,5191.386
1992,10,103,127,gugelmin,0,20,0,23,15,hockenheimring,jordan,0
1992,10,103,95,mansell,86,1,8,1,1,hockenheimring,williams,4702.032
1992,10,103,99,tarquini,0,27,0,19,0,hockenheimring,fondmetal,0
1992,10,103,102,senna,24,4,1,3,2,hockenheimring,mclaren,4706.532
1992,10,103,77,berger,20,5,1,4,0,hockenheimring,mclaren,0
1992,10,103,122,capelli,2,13,0,12,0,hockenheimring,ferrari,0
1992,10,103,91,wendlinger,3,12,0,10,16,hockenheimring,march,0
1992,10,103,65,herbert,2,14,0,11,0,hockenheimring,team_lotus,0
1992,10,103,55,alesi,13,7,0,5,5,hockenheimring,ferrari,4774.639
1992,10,103,105,alboreto,5,9,0,17,9,hockenheimring,footwork,0
1992,10,103,88,suzuki,0,17,0,15,0,hockenheimring,footwork,0
1992,10,103,81,morbidelli,0,18,0,26,12,hockenheimring,minardi,0
1992,10,103,123,boutsen,0,19,0,8,7,hockenheimring,ligier,4799.212
1992,10,103,100,comas,4,11,0,7,6,hockenheimring,ligier,4798.53
1992,10,103,71,damon_hill,0,28,0,0,0,hockenheimring,brabham,0
1992,10,103,30,michael_schumacher,33,3,0,6,3,hockenheimring,benetton,4736.494
1992,10,103,94,martini,2,15,0,18,11,hockenheimring,dallara,0
1992,10,103,92,gachot,1,16,0,25,14,hockenheimring,larrousse,0
1992,10,103,129,grouillard,0,22,0,14,0,hockenheimring,tyrrell,0
1992,10,103,108,belmondo,0,25,0,22,13,hockenheimring,march,0
1992,10,103,128,poele,0,26,0,0,0,hockenheimring,brabham,0
1992,10,103,119,patrese,40,2,0,2,8,hockenheimring,williams,0
1992,10,103,110,cesaris,4,10,0,20,0,hockenheimring,tyrrell,0
1992,10,103,57,hakkinen,5,8,0,13,0,hockenheimring,team_lotus,0
1992,10,103,79,katayama,0,24,0,16,0,hockenheimring,larrousse,0
1992,10,103,109,lehto,0,21,0,21,10,hockenheimring,dallara,0
1992,10,103,84,brundle,16,6,0,9,4,hockenheimring,benetton,4738.991
1992,11,264,127,gugelmin,0,20,0,21,10,hungaroring,jordan,0
1992,11,264,95,mansell,92,1,8,2,2,hungaroring,williams,6419.355
1992,11,264,99,tarquini,0,28,0,12,0,hungaroring,fondmetal,0
1992,11,264,102,senna,34,3,2,3,1,hungaroring,mclaren,6379.216
1992,11,264,77,berger,24,5,1,5,3,hungaroring,mclaren,6429.998
1992,11,264,122,capelli,3,13,0,10,6,hungaroring,ferrari,0
1992,11,264,91,wendlinger,3,12,0,23,0,hungaroring,march,0
1992,11,264,65,herbert,2,14,0,13,0,hungaroring,team_lotus,0
1992,11,264,55,alesi,13,7,0,9,0,hungaroring,ferrari,0
1992,11,264,105,alboreto,5,9,0,7,7,hungaroring,footwork,0
1992,11,264,88,suzuki,0,17,0,14,0,hungaroring,footwork,0
1992,11,264,81,morbidelli,0,18,0,0,0,hungaroring,minardi,0
1992,11,264,123,boutsen,0,19,0,8,0,hungaroring,ligier,0
1992,11,264,100,comas,4,11,0,11,0,hungaroring,ligier,0
1992,11,264,71,damon_hill,0,26,0,25,11,hungaroring,brabham,0
1992,11,264,30,michael_schumacher,33,4,0,4,0,hungaroring,benetton,0
1992,11,264,94,martini,2,15,0,26,0,hungaroring,dallara,0
1992,11,264,92,gachot,1,16,0,15,0,hungaroring,larrousse,0
